prompt,prompt_len,target
Leonhard Christoph Sturm,24,50.0
Nicolaus Anton Friedreich,25,75.0
Otto van der Mark,17,62.0
Eitel Frederick of Zollern,26,36.0
Peter Oelhaf,12,55.0
Heinrich Georg Neuss,20,62.0
Otto van Cappenberg,19,71.0
Benigna Marie of Reuss-Ebersdorf,32,56.0
Friedrich Gottlieb Süskind,26,62.0
Berend Jacobsen Karpfanger,26,60.0
Johann Georg Beck,17,46.0
Joannes Susenbrotus,19,42.0
Erhard Etzlaub,14,70.0
Franz Rhode,11,59.0
Sigmund Fugger von Kirchberg und Weißenhorn,43,58.0
Philip of Cleves,16,38.0
Juliane Louise of East Frisia,29,58.0
Konrad Gobel,12,59.0
Christopher Besoldus,20,61.0
Heinrich Werner,15,33.0
Heinrich Schmelen,17,71.0
Heinrich Bünting,16,61.0
Bernhard Textor,15,42.0
Paul Jenisch,12,61.0
Johann Bugenhagen,17,67.0
Johann Hildebrand Withof,24,75.0
Jakob Heilmann,14,48.0
Gerhard von Questenberg,23,66.0
Nikolaus von Banz,17,94.0
Kaspar von Logau,16,50.0
Hans Meinhard von Schönberg,27,34.0
Susanne Maria von Sandrart,26,58.0
Meyer Löw Schomberg,19,71.0
Wenceslaus Johann Gustav Karsten,32,55.0
Anton Genast,12,66.0
Johann Christian Storr,22,61.0
Ernst Gottlieb Bengel,21,57.0
Adam Brand,10,13.0
Johann Conrad Felsing,21,53.0
Daniel Georg Morhof,19,52.0
Johann Joachim Schröder,23,76.0
Ludwig Compenius,16,68.0
August Ferdinand Ludwig Dörffurt,32,58.0
Konrad Victor Schneider,23,66.0
Johann Hinrich Klapmeyer,24,67.0
"Christian I, Count of Oldenburg",31,66.0
Conrad III of Dhaun,19,54.0
Georg Ludolf Dissen,19,53.0
Carl von Brühl,14,65.0
John VII of Werle,17,39.0
Karl Friedrich Cerf,19,74.0
Peter Agricola,14,60.0
"Anthony Günther, Prince of Anhalt-Mühlingen",43,61.0
Johann Friedrich Henckel,24,66.0
Otto Casmann,12,45.0
Christian Friedrich Sintenis,28,70.0
Friedrich I. Prague,19,62.0
Hans Kramer,11,77.0
Johann Georg von Flemming,25,68.0
Joseph Knauer,13,80.0
Lorenz of Werle,15,60.0
Siegfried August Mahlmann,25,55.0
Uli Stein,9,74.0
Caspar Neumann,14,54.0
Jakob Heller,12,67.0
"Henry VII, Count of Schwarzburg-Blankenburg",43,39.0
Otto Hermann von Vietinghoff,28,70.0
Kaspar von Stieler,18,75.0
Franz von Gaudy,15,40.0
Christoph Weigel the Elder,26,71.0
Andreas Hofer,13,55.0
Anton Ferdinand von Rothkirch und Panten,40,66.0
Valentin Thilo,14,41.0
Mechtildis of Edelstetten,25,35.0
Magnus Hundt,12,70.0
Johann Bartsch,14,29.0
Johann Christoph von Naumann,28,78.0
Wolfram Lorenzen,16,68.0
Joachim Lütkemann,17,47.0
Mortimer von Maltzan,20,50.0
Johann Salver,13,68.0
Reinhard Woltman,16,80.0
Wilhelm von Bibra,17,48.0
Johann Friedrich Fischer,24,73.0
Johann Vasmer,13,65.0
Johann Heinrich Voigt,21,78.0
Ulrich Knefelkamp,17,69.0
Valentin Triller,16,86.0
"Sigismund III, Prince of Anhalt-Dessau",38,31.0
Peter von Beeck,15,24.0
Tilo Prückner,13,80.0
Stefan Lippe,12,65.0
"Rudolph IV, Prince of Anhalt-Dessau",35,44.0
Giovanni Bindi,14,50.0
Johann Ernst Zeiher,19,59.0
Stephan Fridolin,16,68.0
Michael Ranft,13,74.0
Karl Franz Lubert Haas,22,67.0
Johann Christian Nehring,24,65.0
Fürchtegott Leberecht von Nordenflycht,38,63.0
Wolf Caspar von Klengel,23,61.0
Friedrich Eberhard Rambach,26,59.0
Frederik I van Münster,22,64.0
Friedrich Gottlob Born,22,64.0
Friedrich Eberhard von Rochow,29,71.0
Franz Ursinus,13,46.0
Friedrich Vitzthum von Eckstädt,31,51.0
Burchard Müller von der Lühne,29,66.0
Susanna Margaretha Brandt,25,26.0
Joachim Christoph von Jeetze,28,79.0
Christian Wilhelm Ahlwardt,26,70.0
Christian Duttenhofer,21,68.0
Nathanael Chytraeus,19,55.0
Otto I. von Braunschweig-Lüneburg,33,33.0
Franz Xaver Schnizer,20,45.0
Johann Benjamin Erhard,22,61.0
Johann Anton Trinius,20,62.0
Johann Hartmann von Rosenbach,29,66.0
Alexander von Sachsen,21,11.0
Bernhard Christoph Breitkopf,28,82.0
"Frederick II, Count of Diessen",30,70.0
Georg Andreas Reimer,20,66.0
Friedrich Nitzsch,17,61.0
Heinrich Plütschau,18,71.0
Arnold Mallinckrodt,19,57.0
Franz Albert Schultz,20,71.0
Johann Scheibe,14,68.0
Klaus Bartels,13,84.0
Karl Heinrich Ludwig Pölitz,27,66.0
Maria Rampendahl,16,60.0
Samuel Crellius,15,87.0
Ernst Sonnemann,15,40.0
Johann Ferdinand Seiz,21,55.0
Herbert of Wetterau,19,67.0
Frederick of Brandenberg,24,22.0
Johann Bernhard Christoph Eichmann,34,69.0
Caspar Merian,13,59.0
Christine Kirch,15,85.0
Eberhard von Virneburg,22,40.0
Christfried Kirch,17,46.0
"Frederick Bernard, Count Palatine of Gelnhausen",47,42.0
Johann Bernhard Nollet,22,54.0
Johann Schilter,15,73.0
Henriette Catharina von Gersdorff,33,78.0
Benjamin Calau,14,61.0
Franz Ludwig Güssefeld,22,63.0
Christian Broecking,19,64.0
Bernhard Christian Otto,23,90.0
Eduard Harkort,14,39.0
Hans von Bodeck,15,76.0
Ludwig Crocius,14,69.0
Georg Ludwig Spalding,21,49.0
Gerhard Westerburg,18,72.0
Matthias Jorissen,17,84.0
Carl Ludwig Wimmel,18,59.0
Nicolaus Gallus,15,54.0
Countess Palatine Barbara of Zweibrücken-Neuburg,48,59.0
John Spilman,12,26.0
Agatha Christine of Hanau-Lichtenberg,37,49.0
Innocent X,10,81.0
Innocent XI,11,78.0
Alexander VIII,14,81.0
Tobias Adami,12,62.0
Christian Wilhelm Gericke,25,61.0
Franz Albrecht von Sachsen-Lauenburg,36,44.0
Johann Arnold Ebert,19,72.0
Alexander Erskein,17,58.0
Henry I of England,18,67.0
Friedrich Bernhard Gottfried Nicolai,36,53.0
Albert Brahms,13,66.0
"Nicholas I, Lord of Rostock",27,52.0
Paul IV,7,83.0
Pius II,7,59.0
Joachim Nettelbeck,18,86.0
Christoph Emanuel von Schimonsky-Schimoni,41,80.0
Johann Friedrich II. von Alvensleben,36,71.0
Johann Georg von Götzen,23,56.0
Friedrich III. von Aufseß,25,70.0
Ferdinand Franz Wallraf,23,76.0
Johann Christian von Quistorp,29,58.0
Johann Cothmann,15,73.0
Johann Bernhard Vermehren,25,29.0
Johannes Letzner,16,82.0
"Frederick III, Count of Moers",29,63.0
Balthasar of Werle,18,46.0
Elisabeth of Schleswig-Holstein-Sonderburg,42,73.0
Georg Riedel,12,62.0
Albert von Sack,15,72.0
Sebastian Lotzer,16,35.0
Agatha Marie of Hanau,21,37.0
Johann Hülsemann,16,59.0
Mary Wollstonecraft,19,38.0
Gottfried Hagen,15,69.0
George Aribert of Anhalt-Dessau,31,37.0
Philipp Gerlach,15,69.0
Georg Wilhelm Böhmer,20,78.0
Jakob I. von Sierck,19,58.0
Gaetano Donizetti,17,51.0
Marie von Thadden-Trieglaff,27,24.0
Johann Winter von Andernach,27,69.0
Johann Wilhelm von Sachsen-Coburg-Saalfeld,42,19.0
Marcellus II,12,54.0
Domenico Maria Salle,20,81.0
Georg Aportanus,15,35.0
Friedrich von Doenhoff,22,57.0
Johann Josef Wilhelm Lux,24,73.0
Heinrich Groß von Trockau,25,50.0
Christian Carpzov,17,37.0
Johann Heß,10,57.0
Henryk Vogelsang,16,55.0
Gabriel Schweder,16,87.0
Thomas Fritsch,14,56.0
Ludwig Wilhelm Brüggemann,25,74.0
Christian Friedrich von Otto,28,78.0
Wilhelm Gottlieb Becker,23,60.0
Joseph Anton Gall,17,59.0
Gregory VIII,12,87.0
Hans von Burghausen,19,81.0
Clara of Brunswick-Wolfenbüttel,31,63.0
John I of Isenburg-Limburg,26,46.0
"Maximilian Philipp Hieronymus, Duke of Bavaria-Leuchtenberg",59,67.0
Katharina Matz,14,91.0
David Mevius,12,61.0
August Ferdinand Lueder,23,59.0
Karoline von Woltmann,21,65.0
Nicolaus Jerre,14,75.0
Michael Ettmüller,17,39.0
Kaspar Ulenberg,15,68.0
Hans Wilhelm Kirchhof,21,80.0
Hans Ernst von Kottwitz,23,86.0
William II of England,21,40.0
Friedrich Leopold von Gessler,29,74.0
Frederick IV of Oettingen,25,55.0
Nicolaus Rohlfs,15,55.0
Friedrich von Wirsberg,22,69.0
Heinrich Becker,15,52.0
Georg Christian Knapp,21,72.0
Friedrich von der Decken,24,71.0
"Herman I, Count of Winzenburg",29,54.0
Louis William Geldricus Ernest of Bentheim and Steinfurt,56,61.0
Martin Grünberg,15,52.0
Johann Hyacinth Kistemaker,26,80.0
Christoph Christian von Dabelow,31,62.0
Caspar Scheidt,14,45.0
Johann Vollrath Bacmeister,26,56.0
Johann Friedrich Karl II. von Alvensleben,41,53.0
Johann Bernhard Wilbrand,24,67.0
Christoph Karl von Bülow,24,72.0
Joachim Oelhaf,14,60.0
Christianus Henricus Trotz,26,70.0
Wolfgang Glaeser,16,80.0
Otto the Younger,16,44.0
Henry II of England,19,56.0
Friedrich Wilhelm Rettberg,26,44.0
Daniel Heinrich Arnoldt,23,69.0
Michael,7,72.0
Duke Ferdinand Frederick Augustus of Württemberg,48,71.0
Wendel Hipler,13,61.0
Johann Wittenborg,17,45.0
Johann Georg Estor,18,74.0
Johannes Trygophorus,20,45.0
Anthon von Ditfurth,19,62.0
Balthasar Bebel,15,54.0
Johann Paul Geycke,18,78.0
Johann von Dalberg,18,48.0
Jan van Eyck,12,51.0
Jean de Bodt,12,75.0
Heinrich Jacob Aldenrath,24,69.0
Christoph von der Schulenburg,29,67.0
Helen of the Palatinate,23,31.0
Snorri Sturluson,16,62.0
Johann Major,12,67.0
Konrad Heresbach,16,80.0
Richard M. Weiner,17,90.0
Gerhard Wolter Molanus,22,89.0
Alaric I,8,34.0
Thomas Fritsch,14,60.0
Samuel Friedrich Lauterbach,27,65.0
Johann Thiel,12,60.0
Paul Albert,11,44.0
Anton von Rotenhan,18,69.0
Abraham von Dohna,17,52.0
Kaspar Ursinus Velius,21,46.0
Joachim Friedrich Henckel,25,67.0
Johann Friedrich König,22,45.0
Evangelista Torricelli,22,39.0
Georg Friedrich Kaulfuss,24,44.0
Peter Aloys Gratz,17,80.0
Ursula of Rosenfeld,19,39.0
"Herman II, Lord of Lippe",24,54.0
"Bernhard VII, Prince of Anhalt-Zerbst",37,30.0
Dietrich Gresemund,18,37.0
John III of the Palatinate,26,50.0
Ludwig Schorn,13,49.0
Ludwig Georg von Winter,23,60.0
Johann Gottlieb Fichte,22,52.0
Albert Curtz,12,71.0
Paul II,7,54.0
Karl-Heinz Vosgerau,19,93.0
Heinrich Gottlieb Tzschirner,28,50.0
Georg Hartmann,14,75.0
Marcus Banzer,13,72.0
Hermann Nonnen,14,70.0
Jean Ferdinand Joseph Schwerdfeger,34,84.0
Johann Daniel Busch,19,52.0
Winfried Bölke,14,80.0
Theodor Dorsten,15,60.0
Andreas Keller,14,59.0
Regina von Siebold,18,78.0
Diedrich Uhlhorn,16,73.0
Abraham Wieling,15,53.0
Alfred Hagn,11,72.0
Jakob Immanuel Pyra,19,29.0
Hermann von dem Busche,22,66.0
Stephan Praetorius,18,67.0
Hugo von Hohenlandenberg,24,75.0
Margrave Charles Magnus of Baden-Durlach,40,37.0
Johann Joseph Freidhoff,23,50.0
Friedrich Adolph Sauer,22,74.0
Anton Gogeisl,13,70.0
Herbert Häber,13,90.0
Darius III,10,50.0
Christian Friedrich von Schnurrer,33,80.0
Michael Alberti,15,75.0
Johann Friedrich Karl von Alvensleben,37,81.0
Johann August Karl,18,57.0
Andreas Krüger,14,40.0
Heinrich Douvermann,19,64.0
Maximilian Prokop von Toerring-Jettenbach,41,50.0
Jörg Ohm,8,76.0
Conrad Roland,13,86.0
Thomas Schweicker,17,62.0
Jan Roh,7,57.0
Anton Heinrich Friedrich Stadion,32,77.0
Heinrich von Herford,20,44.0
Hans Daubmann,13,73.0
Julius I,8,72.0
Johann Osiander,15,67.0
Paul Gottfried Sperling,23,57.0
Johann Osiander,15,62.0
Jean David Bouché,17,72.0
Johann Bock,11,50.0
Johann Friedrich Knöbel,23,68.0
Gottfried Heinrich Krohne,25,53.0
John III,8,54.0
Eberhard I,10,67.0
Friedrich von Dreger,20,51.0
Sisinnius,9,58.0
Andreas Scultetus,17,50.0
Henriette Hendel-Schütz,23,77.0
Horst Kächele,13,76.0
Adrian I,8,95.0
Karl Seydelmann,15,50.0
Christian Reuter,16,47.0
Georg Friedrich Krause,22,68.0
Paschal I,9,49.0
Wolfgang Schulze,16,67.0
Constantine,11,51.0
Philipp Grimm,13,45.0
Gregory II,10,62.0
Carl Hildebrand von Canstein,28,52.0
Friedrich Grimm,15,76.0
Dorothea Ritter,15,48.0
Leo II,6,72.0
Hans Mezger,11,91.0
Johann Peter Berg,17,63.0
Andreas Christoph Graf,22,75.0
Friedrich Erhard Niedt,22,34.0
"Peter Hohmann, Edler of Hohenthal",33,69.0
Franz Anton Bagnato,19,79.0
Friedrich Wagenfeld,19,36.0
Rudolph Brandes,15,47.0
Katharina Amalie Dorothea von Schlegel,38,71.0
Paul I,6,67.0
Friedrich Mosengeil,19,66.0
Celestine III,13,92.0
Christoph Cuntzius,18,46.0
Johann Christian Wolf,21,80.0
Franz Faber,11,51.0
Balthasar Crusius,17,80.0
Tobias Beutel,13,63.0
Ernst Bengel,12,58.0
Nikolaus Brömse,15,63.0
"Henry II, Holy Roman Emperor",28,51.0
Karoline Louise Brachmann,25,45.0
Christoph Knoll,15,67.0
Esdras Edzard,13,79.0
Georg Hartog Gerson,19,56.0
Konrad von Thüngen,18,74.0
Heinrich von Bibra,18,77.0
Johann Daniel Ritter,20,66.0
Nicholas IV,11,65.0
Johann Pfeffinger,17,80.0
Louis the Junker,16,40.0
Johann von Hinrichs,19,82.0
Katrin Beinroth,15,39.0
Johann Georg Gödelmann,22,52.0
Katharina Elisabeth Goethe,26,77.0
Fryderyk von Eickstedt,22,43.0
Fryderyk II Sesselmann,22,73.0
Franz Dominik Almesloe,22,56.0
Bartholomäus Suawe,18,72.0
Johann Boldewan,15,44.0
Hans Michael Elias von Obentraut,32,51.0
Georg Hassel,12,59.0
Christoph Daniel Ebeling,24,76.0
Bartholomaeus Arnoldi,21,67.0
Klaus Heinrich,14,93.0
Johann August Nösselt,21,73.0
Augustin Simnacher,18,69.0
Gottfried Heinrich Schäfer,26,76.0
Everhard Jabach,15,77.0
Johann Friedrich Löwen,22,44.0
Ludolf von Sudheim,18,41.0
Nicolaus Vogt,13,80.0
Luise Eleonore Wreech,21,76.0
"Anthony I, Count of Oldenburg",29,68.0
"John II, Count of Ziegenhain",28,100.0
Caroline Adelheid von Baudissin,31,67.0
Christian Otte,14,73.0
Johann August Arens,19,49.0
Christian Samuel Barth,22,74.0
Hans von Ahlefeldt,18,70.0
Gerhard Chorus,14,82.0
Otto of Hesse,13,60.0
Klemens Alois Baader,20,76.0
Johann Wolfgang Textor,22,78.0
Christoph Kersten,17,63.0
Daniel Hitzler,14,59.0
"Simon IV, Lord of Lippe",23,25.0
Johann Daniel Herrnschmidt,26,48.0
Johann Marbach,14,60.0
Karl Rottmanner,15,41.0
John Martin Mack,16,69.0
Conrad von Bibra,16,54.0
Joseph Marius Babo,18,66.0
"Otto III, Count of Weimar-Orlamünde",35,41.0
Jacob Kautz,11,32.0
Ulrich Fugger the Younger,25,35.0
Ludowika Margaretha of Zweibrücken-Bitsch,41,29.0
Robert Walpole,14,69.0
Eugene II,9,47.0
Friedrich Ludwig Abresch,24,83.0
Xaver Hohenleiter,17,31.0
Bernhard Fisch,14,94.0
Rosine Elisabeth Menthe,23,38.0
Conrad Vetter,13,74.0
Georg Wolf of Kotzau,20,60.0
Kuno II von Falkenstein,23,68.0
Johann Micraelius,17,61.0
Wolfgang Brezinka,17,92.0
Christoph Traugott Delius,25,51.0
Marx Meyer,10,36.0
Ludwig Wachler,14,71.0
Friedrich Otto Mencke,21,46.0
Johann Velten,13,52.0
Christian Zais,14,50.0
Johann Philipp Anton von Franckenstein,38,58.0
Franz von Hatzfeld,18,46.0
Matthias Apiarius,17,54.0
Johann Franz Eckher von Kapfing und Liechteneck,47,78.0
Gilles de Trazegnies dit le Brun,32,77.0
Cornelis Willem de Rhoer,24,70.0
Johann Daniel Schade,20,68.0
Franz Anton Joseph Ignaz Maria von Sonnenberg,45,26.0
Johannes Zainer,15,23.0
Friedrich Grimm,15,70.0
August Nathanael Grischow,25,34.0
Ulrich Friedrich von Suhm,25,49.0
Enrique Crespo,14,79.0
Karl August Christian zu Mecklenburg,36,51.0
Franz Karl Leopold von Seckendorf-Aberdar,41,34.0
Christoph von Rotenhan,22,46.0
Anton Winckler,14,70.0
Christoph von Stadion,21,65.0
"Christian Albert, Burgrave and Count of Dohna",45,56.0
Johann Goercke,14,72.0
Petrus Albinus,14,55.0
Philipp Jakob Becker,20,66.0
Georg Cracow,12,50.0
Johann Sigismund Scholze,24,45.0
Johann Thal,11,41.0
Johann Burchard Freystein,25,47.0
Matthias Bernegger,18,58.0
Otto III of Hachberg,20,63.0
August Friedrich Müller,23,77.0
Bartholomäus Bernhardi of Feldkirchen,37,64.0
Christian Entfelder,19,18.0
Johann Evangelist Helfenzrieder,31,79.0
Johann von Hoverbeck,20,76.0
Henrietta Catherine Agnes of Anhalt-Dessau,42,55.0
Helfrich Bernhard Wenck,23,64.0
Countess Palatine Dorothea of Simmern,37,50.0
Lando,5,14.0
Raymund Fugger,14,46.0
John II of Baden,16,69.0
"Louis, Count of Leiningen-Westerburg",36,65.0
Melchior Acontius,17,54.0
Georg Balthasar Metzger,23,64.0
Johann Philipp Bethmann,23,78.0
Simon Moritz Bethmann,21,61.0
Adam Krafft,11,65.0
Anton Ignaz Müntzer,19,55.0
Johannes Marienwerder,21,74.0
Wolfgang Printz,15,76.0
Frederick William I of Prussia,30,52.0
Otto Heinrich von Loeben,24,39.0
"Hermann III, Count of Weimar-Orlamünde",38,53.0
Hermann Bote,12,70.0
Johann Gildemeister,19,84.0
Franz Kasimir von Kleist,24,72.0
Theoderic the Great,19,72.0
Johann Matthäus Meyfart,23,52.0
Bartholomäus Crasselius,23,57.0
Lorenz Karsten,14,78.0
Johann Burckhardt Mencke,24,58.0
Friederike Bethmann,19,55.0
Friedrich Ernst Jester,22,79.0
Johann Georg Gmelin,19,54.0
Christoph Martin von Degenfeld,30,54.0
Simon Peter Tilemann,20,67.0
David Schirmer,14,63.0
Wilhelm I of Limburg,20,39.0
Fortunatus Hueber,17,67.0
Christian Keymann,17,55.0
Wacker von Wackenfels,21,69.0
Johann Friedrich Mayer,22,79.0
Amalia Holst,12,71.0
Franz Emmerich Kaspar von Waldbott von Bassenheim,49,57.0
"William, Margrave of Hachberg-Sausenberg",40,76.0
Hans Staininger,15,59.0
Henry the Lion,14,66.0
Nicolaus Cisnerus,17,54.0
Johannes Engel,14,49.0
Johann Sperling,15,55.0
Johann Heinrich Pestalozzi,26,81.0
Johann Christoph Bekmann,24,76.0
Karl Aulock,11,59.0
Ernst Wilhelm von Schlabrendorff,32,50.0
Joachim Friedrich von Stutterheim,33,68.0
Philipp Jeningen,16,62.0
Margaret of Brunswick-Lüneburg,30,70.0
Daniel Lessmann,15,37.0
Theodoric I,11,43.0
Christian Andreas Käsebier,26,47.0
Christian Ernst Friederici,26,71.0
Johannes III. Grünwalder,24,60.0
Michael Neander,15,70.0
Burkhard Driest,15,81.0
Veit Hans Schnorr von Carolsfeld,32,71.0
"Louis, Count of Stolberg",24,69.0
Stefan von Haschenperg,22,43.0
Johann Georg Fincke,19,69.0
Theodor Fabricius,17,69.0
Gottfried Fritzsche,19,60.0
William I of Weimar,19,63.0
Johann Heinrich Cohausen,24,85.0
Johann David Beil,17,40.0
Friedrich Ludwig Aster,22,72.0
Hans Rosenplüt,14,60.0
Christian Zwilling,18,62.0
Otto III. von Rietberg,22,8.0
Martin Barner,13,99.0
Samuel Gottlieb Bürde,21,78.0
Joachim Reinhold von Glasenapp,30,83.0
Sebastian Ochsenkhun,20,53.0
Anton August Beck,17,74.0
Johann Heinrich Ernesti,23,77.0
Johann Gottfried Büring,23,65.0
Hugo von Trimberg,17,83.0
Jakob von Baden,15,40.0
Giwi Margwelaschwili,20,93.0
Margarete von Bayern,20,51.0
Fredericka of Saxe-Gotha-Altenburg,34,34.0
Wilhelmine von Grävenitz,24,60.0
Katharina Sibylla Schücking,27,40.0
Ursula Katharina of Altenbockum,31,63.0
Johan Albrecht de Mandelslo,27,28.0
Gerhard Romilian von Calcum,27,55.0
Philipp Friedrich Theodor Meckel,32,48.0
Georg Reimann,13,45.0
Martin Behm,11,65.0
Bernhard Oelreich,17,60.0
Johannes Angelus,16,66.0
Samuel Pepys,12,70.0
Johann Deutschmann,18,81.0
Hermann von Kerssenbroch,24,66.0
Josias Weitbrecht,17,45.0
Denis Papin,11,66.0
Miriam Gillis-Carlebach,23,98.0
Johann Georg Emil von Brause,28,62.0
Benjamin Neukirch,17,64.0
Johann Christoph Berens,23,63.0
Jasper Linde,12,24.0
Johann von Mengede,18,69.0
Georg Mancelius,15,61.0
Johann Hasentödter,18,69.0
Johann von Münchhausen,22,72.0
Johann Fischer,14,72.0
Leonhard Dientzenhofer,22,47.0
"Jean Baptist, Comte d'Arco",26,65.0
Johann Nepomuk von Triva,24,72.0
Augustin Dornblüth,18,69.0
Jakob Couven,12,77.0
Foppe van Aitzema,17,57.0
Princess Frederica Caroline of Saxe-Coburg-Saalfeld,51,56.0
Kasimir Anton von Sickingen,27,66.0
Konrad Wilhelm von Wernau,25,46.0
Dorothea von Braunschweig-Wolfenbüttel,38,47.0
Tobias Conrad Lotter,20,60.0
"William Louis, Prince of Baden",30,56.0
Abraham Buchholzer,18,55.0
Hedwig of Brunswick-Wolfenbüttel,32,55.0
Claude Brasseur,15,84.0
Michael Neander,15,52.0
Johann Heinrich Acker,21,72.0
Hans Müller von Bulgenbach,26,35.0
Johann Matthias Hase,20,58.0
Johann Christian Bach,21,47.0
Walter of Speyer,16,60.0
Gebhard of Salzburg,19,78.0
Michael Brüggemann,18,71.0
Karl Sigmund Friedrich Wilhelm Leutrum von Ertingen,51,63.0
Helene Amalie Krupp,19,78.0
Adam Dietrich,13,71.0
Carl Frederick Pöppelmann,25,53.0
Gottlieb Fabricius,18,60.0
Karl Friedrich Gottlob Wetzel,29,40.0
Christine Teipel,16,9.0
Jörg von Ehingen,16,80.0
Ferdinand of Bavaria,20,58.0
Christoph the Starke,20,44.0
Heinrich VI.,12,48.0
Wolfgang von Bayern,19,63.0
Karl Siegmund von Seckendorff,29,41.0
Hans Memling,12,59.0
Carl Constantin Haberle,23,68.0
Johann Wolfgang Trier,21,64.0
Johann Jacob Dusch,18,62.0
Johann Conrad Arnoldi,21,77.0
Johann Ludwig Ferdinand Arnoldi,31,46.0
Johann Joachim Gottlob Am Ende,30,73.0
Johannes Petri,14,70.0
Remigius Mans,13,13.0
Johann Christian Wentzinger,27,87.0
Johann Briesmann,16,61.0
Johann Gottfried Arndt,22,54.0
Christoph von Münchhausen,25,65.0
Christoph Wamser,16,74.0
Christine von Dietz,19,66.0
Christoph Carl Ludwig von Pfeil,31,72.0
Johann Christoph Arnschwanger,29,71.0
Jürgen Buchheister,18,71.0
Johann Franz von Preysing,25,72.0
Caroline von Linsingen,22,47.0
Karl Hermann Heinrich Benda,27,88.0
Christian Ziegra,16,59.0
Franz Anton Grimm,17,74.0
Johannes Sinapius,17,68.0
Peter Eberbach,14,51.0
Atlas Crusius,13,73.0
Andreas Sennert,15,83.0
Johannes Aesticampianus,23,63.0
Christian Andreas von Cothenius,31,81.0
Theodor Lente,13,63.0
Hans von Rantzau,16,76.0
Friedrich von Eyben,19,88.0
Ephraim Oloff,13,50.0
Joseph Christian zu Hohenlohe-Bartenstein,41,77.0
Gerhard von Dönhoff,19,58.0
Alexander Scultetus,19,79.0
Friedrich Gustav Schilling,26,73.0
Johann Karl Christoph Nachtigal,31,66.0
Wilhelm Friedemann Bach,23,74.0
Christian Kortholt,18,61.0
Michael Beer,12,33.0
Bernhard Friedrich Thibaut,26,57.0
Ferdinand Kinsky,16,86.0
Siegmund August Wolfgang von Herder,35,62.0
Friedrich Ludwig Kreysig,24,69.0
Burkhard Hirsch,15,90.0
Johannes Freitagius,19,60.0
Johann Georg Neumann,20,48.0
Karl Friedrich Wilhelm Herrosee,31,67.0
Timotheus Kirchner,18,54.0
Bernhardt Jungmann,18,76.0
John Siberch,12,78.0
Herman Scholliner,17,73.0
Johann Friedrich Penther,24,56.0
Sibylle of Baden,16,33.0
Otto Magnus von Dönhoff,23,52.0
Johann Jakob Schudt,19,58.0
Luise von Göchhausen,20,55.0
Hieronymus Dungersheim,22,75.0
Salomon Oppenheim,17,56.0
Georg Erhard Hamberger,22,58.0
Andreas Aurifaber,17,45.0
Johann Thomas Ludwig Wehrs,26,60.0
Johann Friedrich August Göttling,32,54.0
Johann Scheibler,16,61.0
Alexander von Dönhoff,21,59.0
Philipp Andreas Oldenburger,27,61.0
"Georg, Truchsess von Waldburg",29,43.0
Marliese Echner-Klingmann,25,83.0
Beatrice of Baden,17,43.0
Johannes Aurifaber,18,51.0
Andreas Poach,13,69.0
Anna of Brunswick-Lüneburg,26,66.0
Andreas Emmerich,16,72.0
Martin Ruland the Elder,23,70.0
George II of Fleckenstein-Dagstuhl,34,56.0
David Veit,10,43.0
Bernhard Heinrich Overberg,26,72.0
William IV of Eberstein,23,65.0
Johann Christoph Volkamer,25,76.0
"Günther VII, Count of Schwarzburg-Blankenburg",45,61.0
Johann Jacob Baier,18,58.0
Friedrich Christian Feustking,29,61.0
Simon Schard,12,38.0
Joachim Aberlin,15,38.0
Eberhard Billick,16,58.0
Bernhard I of Werle,19,41.0
Barbara Franziska of Welz-Wilmersdorf,37,52.0
Ahasver von Lehndorff,21,51.0
Peter Becker,12,72.0
Karl Ferdinand Schmid,21,59.0
"Waldemar, Lord of Rostock",25,41.0
Simon Rottmanner,16,73.0
Jakob Monau,11,57.0
Elise Reimarus,14,70.0
Johannes Knipstro,17,59.0
Christian Bacmeister,20,76.0
Christian Gottfried Daniel Stein,32,59.0
Francesco Cavalli,17,74.0
Bruno von Warendorp,19,69.0
Christoph Wilhelm Jacob Gatterer,32,79.0
